SENTENCE,LAST_WORD 
em biết điều gì tốt nhất cho,anh
và cho chúng,ta
làm ơn hãy bảo anh phải làm,gì
em nghĩ anh nên nhận công việc ở,nrdc
tất nhiên rồi anh sẽ làm,thế
các,cậu
tôi sẽ cứu lấy trái,đất
tôi phải gọi điện cho,jeff
sao cậu lại làm,thế
tôi không thể bảo anh,ấy
khiến bản thân khốn,khổ
vì một lỗi lầm mà tôi gây,ra
vấn đề của tôi tôi sẽ tự giải,quyết
điều đó thật ngọt,ngào
khuyên tai mới,à
cậu là mẹ tôi,chắc
chào jeff là marshall,đây
chào,marshall
tôi có chuyện cần nói với,anh
tôi thấy,tệ
khi nói chuyện này qua điện,thoại
vậy thì,đừng
trước khi anh nói,gì
hãy cùng tôi đi một,chuyến
trên chiếc xe limo tuyệt vời,này
chúng ta sẽ đi,đâu
vùng đất vui vẻ,tuckahoe
tôi xin,lỗi
hình như anh vừa,nói
vùng đất vui vẻ tuckahoe nhà máy kỳ,diệu
nơi giấc mơ trở thành hiện,thực
lên xe,đi
vùng đất vui vẻ,tuckahoe
trời ạ tôi yêu nơi,này
tôi cũng thế bạn,ạ
vậy anh muốn nói,gì
tôi không thể làm việc cho,anh
tôi biết mà anh,bạn
không sao,cả
marshall eriksen muốn bảo vệ môi,trường
để con cháu chúng,ta
có thể tận hưởng nó như,ta
tôi hiểu,mà
tốt cảm ơn,anh
tôi nhìn xuống và,thấy
trẻ em vui chơi ở,đây
đúng thế vì ai đó đã đấu,tranh
để bảo tồn nơi,đây
nếu nơi này bị đóng,cửa
đó sẽ là một bi,kịch
tin tốt,là
điều đó sẽ không bao giờ xảy,ra
anh sẽ không cho,phép
vì khi anh làm việc cho chúng,tôi
nơi này sẽ là khách hàng duy nhất của,anh
vùng đất vui vẻ,tuckahoe
tôi sẽ nhận công việc,đó
chà tốt,thôi
và điều tuyệt nhất,là
tôi sẽ không đại diện,cho
tập đoàn xấu xa nào,hết
tôi sẽ đại diện,cho
vùng đất vui vẻ,tuckahoe
nơi ít xấu xa nhất trên đời,này
đó là điều marshall,nghĩ
vấn đề an toàn ở vùng đất vui,vẻ
ba người chết ở vùng đất vui,vẻ
khuẩn e coli bắt,nguồn
từ xúc xích vùng đất vui,vẻ
tin tuyệt,vời
tôi nên xem anh ấy thế,nào
chúc anh may mắn trong,đó
em tin ở,anh
có rồi lance hardwood kiến trúc,sư
tình dục diễn viên ted,mosby
thật tuyệt,vời
các cậu sẽ thấy tên tôi ở cuối,phim
tôi đã tìm địa điểm quay,phim
đây là bản thiết,kế
cho tòa nhà tình dục quốc tế,mới
chà nhìn giống căn,hộ
của chúng ta thật,đấy
là nó,mà
ồ tôi nên trả lại cái,này
ôi kiến trúc sư tình,dục
anh lại làm thế,rồi
hãy đi ăn mừng trên sofa,nào
,1
các con từ ngày bố quen,biết
chú barney của các,con
chú ấy luôn có quan điểm vững,vàng
về các mối quan,hệ
bạn gái của,cậu
cô ấy là bạn gái,cậu
cô ấy là con gái và là một người,bạn
làm thế,nào
đừng nhân đạo hóa kẻ thù,ted
nhưng rất vui được gặp,cô
tôi là barney,stinson
tuy nhiên vào mùa thu năm,2009
cậu ấy lại là người có bạn,gái
nào mở nó,đi
mở,đi
là bộ sưu tập phim người lớn của,tôi
tôi đùa thôi như thế thì kỳ,lắm
đống phim con heo của,cậu
là đống phim con heo của,tôi
tôi cho các cậu hết,đấy
mọi chuyện đang rất tuyệt với,robin
tôi không cần nó,nữa
chà cậu tự,nguyện
từ bỏ đống phim khiêu,dâm
cậu nghiêm túc thật,rồi
chà rõ ràng còn,gì
ý cậu là,sao
ồ không có gì chỉ,là
biết đó cậu đang ở giai,đoạn
phát phì vì,yêu
cái,gì
không tôi không bị phát phì vì yêu,nhé
thật nực,cười
cũng đâu có,gì
ý tôi là khi cậu hẹn hò với ai,đó
buông thả một chút là điều bình,thường
tin tôi,đi
bọn tôi trải qua,rồi
ừ trời ạ tôi đã phát phì một thời,gian
chà chúng tôi nên đi,thôi
tạm biệt những người,bạn
đáng yêu tuyệt,vời
những người đã luôn ở bên,tôi
tôi sẽ nhớ các,bạn
anh ấy đang nói với đống phim,heo
chào,robin
gặp sau,robs
nhìn mấy đoạn phim này,xem
tiệc hoan lạc ở vũ,trụ
bữa tiệc bất ngờ thứ,23
của cô nữ sinh hứng,tình
ta hẳn sẽ nghĩ sau 22 bữa tiệc,đầu
cô nữ sinh sẽ không còn ngạc nhiên,nữa
vậy bọn tôi có,thể
xử lý đống này giúp,cậu
thôi,khỏi
không sao đâu tôi sẽ xử lý,chúng
chắc chứ ý tôi là đâu có gì to,tát
chúng tôi có thể qua sau,ngõ
và vứt thùng này vào thùng,rác
anh thấy sáu từ em vừa,nói
trên cái nhãn,này
thật đó không sao,đâu
cứ để,tôi
không,vì
bỏ chúng,lại
được,rồi
biết,đấy
đại loại là cũng có hơi buồn,nhỉ
ý tôi là barney bỏ phim khiêu,dâm
bị phát phì vì,yêu
tối nào họ cũng ăn ở một,quán
cứ như barney,stinson
ta từng biết đã tàn,rồi
ừ thì có sao họ hạnh phúc,mà
ừ thì bọn tôi đi đây tạm,biệt
chào,cậu
thế em lấy được,gì
lấy được ngồi,xổm
cái gì anh tưởng đã thấy em lấy một,cái
ừ em có lấy tên là ngồi,xổm
kiến trúc tình,dục
đó không phải cách đánh,vần
tên buckminster,fuller
các con phim khiêu dâm rất,xấu
và thế nên bố định mang,vứt
đống phim vô giá trị đó,ngay
mình sẽ đem,vứt
đống phim vô giá trị này,ngay
thì có một chuyện tồi tệ xảy,ra
ôi,không
ôi,không
ôi,không
kiến trúc tình,dục
ôi,không
kiến trúc tình,dục
chào,ted
nếu cậu đang xem phim,này
và tôi biết cậu sẽ chọn cái,này
nghĩa là giờ cậu đang sở,hữu
đống phim heo của,tôi
chỉ có thể là một trong hai trường,hợp
hoặc là tôi đã,chết
hoặc là tôi đang dính vào một mối quan,hệ
nếu tôi chết,rồi
tôi muốn cậu tôn vinh ký ức của,tôi
bằng việc đưa xác tôi tới,hamptons
và tái dựng cuối tuần ở chỗ,bernie
tôi muốn,nhảy
tôi muốn làm chuyện ấy với một,cô
và muốn đi câu,cá
nếu mặt,khác
tôi đang dính vào một mối quan,hệ
thì là bạn thân của,cậu
tôi chỉ có một yêu,cầu
làm ơn vì tình yêu của,chúa
giúp tôi thoát ra,đi
có thể trông tôi hạnh,phúc
nhưng đừng,tin
barney stinson được định sẵn là độc,thân
nên làm ơn nếu cậu coi,trọng
tình bạn thân của,tôi
đúng marshall tôi thân với,ted
cảm giác thế,nào
hãy cứu tôi,mau
và cuối cùng vì cậu đang,muốn
được xem phim khiêu,dâm
không em yêu đừng,lo
đèn màu xanh nghĩa là đã,tắt
ta chắc là cậu ấy nói xong rồi,chứ
nghe này không có lý do gì chúng,ta
nên nghe theo cái này phải,không
tất nhiên là không,rồi
đoạn băng này cũ,rồi
barney đang hạnh phúc với,robin
nhưng vài tuần sau,đó
bố bắt đầu nhận thấy vài,thứ
barney và robin đã,dừng
những cuộc phiêu lưu điên,cuồng
vậy tối qua hai người làm,gì
tôi muốn tới buổi biểu,diễn
anh ấy muốn dự,tiệc
rõ ràng chúng tôi không thể làm,điều
chỉ một người,muốn
nên chúng tôi ở,nhà
xem phim trên truyền,hình
nó là huyền thoại chờ mà,xem
mùa,thu
huyền thoại mùa,thu
phim cũng,được
barney không còn là chính,mình
này barney tôi đang bắt,chuyện
với cô gái ở đằng,kia
tôi cần cậu giúp hạ cánh cô,ấy
xin lỗi,ted
tối nay tôi chỉ muốn hạ cánh gà,thôi
và robin khó chịu với mọi điều barney,nói
vậy hai người thế nào,rồi
,tuyệt
,ừ
tình yêu là tuyệt,nhất
im,đi
im,đi
chia sẻ thỏa,hiệp
im,đi
một vợ một chồng không gì,bằng
câu nói thông dụng,đúng
im,đi
nhưng họ càng,tệ
em no rồi anh,yêu
thì càng nói mọi thứ đều,tuyệt
giờ thì sự thật là barney và,robin
chỉ buông thả bản thân một,chút
nhưng bố thề vài tuần sau,đó
với mọi người họ trông như thế,này
anh sẽ tới,đó
trong một phút,nữa
,chào
họ đang giết,nhau
họ yêu,nhau
barney và robin yêu,nhau
nhưng họ không còn là barney và robin,nữa
họ là một ông mập và một bà,già
phim thám tử hồi 1970 mà tôi,thích
nghe này rõ quá còn,gì
barney ăn quá,mức
vì cậu ấy ghét bị trói buộc như thế,này
và robin căng,thẳng
vì cô ấy ghét barney của hiện,tại
không họ là một cặp hoàn,hảo
chà có lẽ đó là vấn,đề
ý tôi là có lẽ họ quá giống,nhau
hẳn rất khó khăn khi có hai thủ,lĩnh
trong một mối quan,hệ
bọn tôi có hai thủ lĩnh,này
chắc rồi anh,yêu
nếu họ không hạnh,phúc
sao họ không chia tay,đi
vì họ quá bướng,bỉnh
không ai muốn là người đầu,tiên
thừa nhận họ muốn thoát,ra
họ đang chơi trò gà hay trứng có,trước
tôi nghĩ barney ăn luôn con gà đó,rồi
ted chỉ là giai đoạn khó khăn,thôi
cần thời gian để quen với,việc
ở bên một ai,đó
và hai người,họ
có từ gì tử tế cho ích kỷ,nhỉ
độc,lập
độc,lập
mọi mối quan,hệ
đều trải qua giai đoạn,này
đúng,thế
tôi có một người bạn phi hành,gia
rất yêu vị hôn,thê
và sau đó trước ngày đi công,tác
cô ấy bắt gặp anh,ta
với cả bốn cô gái khác một cặp,nam
chuyện trở nên căng,thẳng
cuối cùng cô ấy lẻn vào tàu vũ,trụ
đang kể tiệc hoan lạc ở vũ trụ,à
đúng là,nó
ted chỉ là giai đoạn khó khăn,thôi
hãy để mọi chuyện tự,nhiên
cô ấy nói,đúng
,nhưng
hai thắng một ted kệ họ,đi
nên bố đã mặc kệ,họ
nhưng cuối tuần,đó
cậu có nhận,thấy
sườn bò từng lúc nào cũng,ghê
và gần đây người ta tìm ra,cách
khiến chúng trở nên rất,ngon
được rồi,barney
tôi sẽ hỏi luôn cậu điều,này
cậu có hạnh phúc với,robin
cậu đùa,sao
sao có thể không hạnh phúc với,robin
đó là,robin
vậy là cậu hạnh,phúc
không thể tin cậu lại hỏi câu,đó
ý tôi là đúng bọn tôi luôn cãi,nhau
nhưng cậu biết người ta nói,gì
về các mối quan hệ,đó
mỗi phút giây là một trận,chiến
vậy cậu hạnh,phúc
và cậu biết điều gì đi đôi với cãi,nhau
làm tình làm,lành
đó là điều khác,biệt
khi cậu có một mối tình dài,lâu
ngửa ta làm chuyện,đó
sấp gọi một cái pizza và nằm đây rên,rỉ
ồ tuyệt để đồng xu quyết định,đi
mặt nào là,pizza
,sấp
là sấp,đấy
tình,dục
tôi nói đúng,chứ
ơn chúa sắp xong,rồi
tôi vẫn thấy,đói
cậu đói,không
chúng ta phải làm họ chia,tay
cậu nói,đúng
barney và robin đau khổ khi ở bên,nhau
nhưng họ quá bướng bỉnh để thừa,nhận
nên ta phải khiến họ chia,tay
chúng ta làm thế,nào
chúng ta mở phong ấn cho,kraken
các con như đã biết trong năm,đó
bố đã biết lily khiến bố chia,tay
không chỉ,một
không phải,hai
mà là bảy mối quan hệ của,mình
quên đi em gác kiếm,rồi
rời khỏi cuộc chơi,rồi
nhưng không ai giỏi hơn em,cả
nói anh nghe,đấy
em từ bỏ mấy thủ đoạn đó,rồi
em tử tế,rồi
giờ em là bà,mai
làm mai cho tôi,đi
tôi chỉ mới vào,nghề
nghe này em phải làm họ chia,tay
mối quan hệ này đang giết,họ
em biết nhưng em đã học được bài,học
không xen vào chuyện của ai,nữa
để mọi chuyện tự,nhiên
hai thắng,một
đúng nhưng một đó là,tôi
được rồi không cần cậu ấy,nữa
chúng ta có thể tự làm họ chia,tay
làm thế,nào
rồi còn nhớ khi robin và tôi hẹn hò,chứ
điều gì làm cô ấy hoảng sợ,nhất
,không
ted anh không thể làm thế với em,không
,không
em đang nói gì,vậy
cái này em đang nói về cái,này
sao lại có thứ này trong champagne của,em
nếu ta khiến robin nghĩ dù chỉ một,giây
rằng barney đang cầu,hôn
cô ấy sẽ điên lên và họ chia,tay
điên rồ hay ta ví dụ cám dỗ,barney
ta sẽ,tìm
vài người phụ nữ quyến rũ tán,tỉnh
được rồi chiếc nhẫn,vậy
xe van theo,dõi
cái,gì
ta nên thuê xe van theo,dõi
ta có thể gọi,pizza
và nhìn qua ống nhòm,lớn
rồi nói đây không phải điều tôi,muốn
kiểu như,thế
phục vụ tới,rồi
làm ơn im,đi
cái,gì
em tưởng anh nói gì đó xin,lỗi
đó là nhẫn đính hôn,hả
anh,hả
ồ không không phải anh,đâu
chắc họ đưa tới nhầm bàn,rồi
em hình dung,nổi
việc chúng ta sẽ kết hôn,không
thì chúng ta đã xác định,rồi
